episode,R_collision,RC,OL,TTD,TTFC,Ego_Cols,Total_Cols,NPC_LDE,BG_LDE
341,0,0.5975247806737454,0,80,80,0,0,1.1041219567358287,1.5827925651427361
342,0,0.5103117923757444,0,80,80,0,3,3.2348526010281655,4.853437023909545
343,1,0.5393247801676034,0,80,73,1,2,1.259883704851436,2.5014260690253676
344,1,0.531921212532633,0,80,67,1,3,1.9383626622313426,2.41461876656628
345,1,0.405621428628063,0,80,45,1,1,0.365680217076716,1.3221863339492335
346,0,0.6018645233371795,0,80,80,0,2,1.3220384248322767,1.8350299959161265
347,1,0.4632523104350458,0,80,56,1,3,1.1634970228771728,1.9550098349219769
348,1,0.4209410253831358,0,80,48,1,1,0.5100808026690592,1.307949786902255
349,1,0.30807068284691297,0,80,55,1,3,0.744488666880352,1.4218233832580942
350,0,0.5562513303207796,0,80,80,0,2,1.3313804700424607,2.0527509043107024
351,1,0.45122469479777316,0,80,54,1,1,1.1535712413137416,1.555925640774989
352,1,0.43090231313369376,0,80,51,1,1,1.1874338057275875,1.4539705239101284
353,0,0.6021099330541375,0,80,80,0,2,2.49575544556919,1.6681699635777636
354,1,0.410789026759194,0,80,46,2,3,0.7969787781865945,1.196339417553241
355,0,0.5695413611876725,0,80,80,0,2,1.7466296114475217,2.3864601062973607
356,0,0.6026222170733604,0,80,80,0,2,2.1030673646898492,1.7581592518084124
357,1,0.49188981181278135,0,80,58,1,3,0.7471369182487804,1.3122922754654276
358,1,0.4469215203451329,0,80,62,1,3,1.4449335645710957,1.4519188176569322
359,1,0.4007099614202299,0,80,44,1,1,0.34031738871851774,1.1710202653616129
360,1,0.4381605195555618,0,80,48,1,3,0.7569983255919338,1.2838784087770965
361,0,0.5695413611876725,0,80,80,0,2,1.8820663172269683,2.8786888469648404
362,0,0.5291957038046675,0,80,80,0,5,3.8155311332577813,3.8123455799023955
363,1,0.37803809442975056,0,80,42,1,1,0.41692825554355123,1.0231108103660986
364,0,0.6026222170733604,0,80,80,0,2,2.6692928445679853,1.9813880224080496
365,1,0.3786449916718547,0,80,50,1,4,1.2830571449434098,1.1531240882821578
366,0,0.6021099330541375,0,80,80,0,4,3.377648939745994,1.5567139284886873
367,1,0.4765170761190767,0,80,55,1,3,0.590800913218115,1.2850608781600406
368,0,0.5157046131073333,0,80,80,0,2,0.764324239054282,2.1818111611080617
369,0,0.5650392660183974,0,80,80,0,2,1.1482274755306345,1.7453767667311242
370,0,0.599597093271691,0,80,80,0,1,1.7270322556868347,3.183923730709919
371,0,0.6028373138467938,0,80,80,0,2,0.7787042347086551,2.232784439690026
372,1,0.34474001153419903,0,80,47,1,3,0.7283469255969163,1.169319798085773
373,0,0.5802491675922533,0,80,80,0,2,2.2019906881217626,3.7848567918707894
374,0,0.5891728015289397,0,80,80,0,2,2.4108982184482217,1.829100384872416
375,1,0.3731105975857404,0,80,39,1,1,0.5764698676706077,0.9216372259145562
376,0,0.39385761705164407,0,80,80,0,2,2.015695844257726,2.0115053099903184
377,1,0.3761503942960262,0,80,40,1,2,0.8369626904905406,0.9635170751656542
378,1,0.5080712215265105,0,80,63,1,3,1.0280662844650472,1.8200528464453571
379,1,0.5019762181303883,0,80,60,1,3,1.5271791285131469,1.375708235623413
380,0,0.20876756362531756,0,80,80,0,2,1.8159892801605892,3.2858112960985717
381,1,0.4066232111850122,0,80,46,1,3,0.7937218898092108,1.2050848561041063
382,1,0.4058437426398105,0,80,45,1,2,0.49985158495932885,1.1550173236203816
383,0,0.6026222170733604,0,80,80,0,2,1.7299857388057005,1.7269589098696716
384,1,0.4161603851352085,0,80,47,1,1,1.417386733828062,1.7904030253153629
385,1,0.45427280152101257,0,80,54,1,3,1.4255039231102435,1.488004892785648
386,0,0.6021099330541375,0,80,80,0,2,3.334411465773107,2.102940263306895
387,0,0.6040453734898331,0,80,80,0,1,1.6744647037504103,3.9186035409965627
388,0,0.6026222170733604,0,80,80,0,0,1.3967519853853314,1.5618163846432074
389,1,0.41035401467202864,0,80,46,1,2,1.2147642577517783,1.6200579895981317
390,0,0.20137964909819883,0,80,80,0,2,1.292150903841562,2.115546414203264
391,1,0.3998445530463901,0,80,44,1,1,0.7301154569492856,1.1677017653947928
392,0,0.6022146796857344,0,80,80,0,4,3.5873631596360447,3.478640751314599
393,0,0.6021099330541375,0,80,80,0,2,3.4732776821700697,1.7173127947228177
394,0,0.5695413611876725,0,80,80,0,3,2.2230500398556345,4.369903555623133
395,1,0.5330899576731859,0,80,67,1,4,1.4730547809545704,2.702699835994747
396,1,0.45361919706412307,0,80,51,1,2,1.3114768183079233,1.5164123895948998
397,0,0.47332008634697065,0,80,80,0,1,2.4265822029733486,3.186974018913732
398,0,0.5672680220553946,0,80,80,0,2,2.4755455756257283,3.221102844064124
399,0,0.5695413611876725,0,80,80,0,2,2.2620083433883242,4.004929400751855
400,0,0.5683251611072934,0,80,80,0,1,1.676929627241436,3.7113701981071867
401,0,0.42694371970068745,0,80,80,0,0,1.1545424501308141,1.802398934065026
402,1,0.38412840012915267,0,80,41,1,2,0.6567831679497003,1.042296980906848
403,1,0.3661726894487944,0,80,38,1,1,0.34416772467981743,0.8813348268255207
404,0,0.5695413611876725,0,80,80,0,0,1.0481433934529811,1.720642898525312
405,1,0.4459712642324039,0,80,57,1,3,1.1622349293772762,1.5278209692054991
406,0,0.6026222170733604,0,80,80,0,0,1.0578511028341386,1.6643807075737216
407,1,0.2807503960682113,0,80,63,1,3,1.3151117757010535,1.5666915720492518
408,1,0.5271737260331048,0,80,71,1,3,2.5726098569672096,3.3699283838090244
409,1,0.36282328766961547,0,80,40,1,2,1.5061754712470241,1.051555788285315
410,0,0.5695413611876725,0,80,80,0,0,1.268162603963497,1.9358615306932918
411,0,0.5545593579365699,0,80,80,0,2,1.8890969594125269,2.071717750953451
412,0,0.5628881289067105,0,80,80,0,3,3.1955700766274737,3.617002051276983
413,0,0.5653382235572937,0,80,80,0,0,1.7455962370727864,2.124671726675334
414,1,0.36641217355822775,0,80,43,1,4,1.2531139871310828,0.9585324686469271
415,1,0.5205649901400189,0,80,65,1,2,1.4601763904543617,2.1329656112564663
416,1,0.42292186492367545,0,80,46,1,4,1.0352649932704494,1.0388065074726658
417,0,0.6026222170733604,0,80,80,0,2,1.6260725414377344,2.636619282067903
418,1,0.30208038506887885,0,80,46,1,3,1.5738978796530823,1.4129962535039877
419,0,0.5535426813882364,0,80,80,0,1,2.136625160657101,3.5432484597933547
420,1,0.5702280010092992,0,80,80,1,1,0.5043542591655327,1.777743850283367
421,1,0.2751882683636154,0,80,65,1,3,1.41549366335786,2.924471407305179
422,0,0.6018645233371795,0,80,80,0,0,1.6499565242191296,1.6560609474154517
423,0,0.571715609207997,0,80,80,0,3,2.018069729899939,3.074124008452072
424,0,0.5728102741419364,0,80,80,0,2,2.0462331722048845,2.42368209830766
425,0,0.3093914020560168,0,80,80,0,4,2.964617435485014,3.833865902044303
426,0,0.6018645233371795,0,80,80,0,2,2.158101553686261,1.7437880890060866
427,0,0.6026222170733604,0,80,80,0,2,1.67687123584252,2.194521467556775
428,0,0.3784500939936444,0,80,80,0,2,2.9474409279060296,3.0970482084363953
429,0,0.5800906764884363,0,80,80,0,3,3.186056560999667,3.7999381443280655
430,0,0.57943225969943,0,80,80,0,0,1.2174744942645959,1.8841207435046594
431,1,0.4304880518707211,0,80,47,1,1,1.5905309696554255,1.0924903399659984
432,0,0.6018645233371795,0,80,80,0,4,1.8186143635297833,1.991206261719543
433,0,0.555717355931508,0,80,80,0,2,1.595355681190453,1.9237851283778886
434,0,0.6018645233371795,0,80,80,0,2,1.6808043108647626,2.156241459984953
435,1,0.4714749237344796,0,80,54,1,1,0.5256162656170399,1.2383969150643024
436,1,0.4207903718280322,0,80,45,1,3,1.2167231095282018,1.0789240651062153
437,1,0.5166696166472712,0,80,63,1,2,0.6972095900687445,1.4180976982300892
438,0,0.6026222170733604,0,80,80,0,2,1.4710219182808808,1.9893088434206516
439,0,0.601567097873381,0,80,80,0,4,1.7444673061280838,2.72052703724564
440,0,0.601567097873381,0,80,80,0,2,3.011476467639597,2.370203664574364
441,0,0.569328814959114,0,80,80,0,2,1.6264232975940887,3.532153590489593
442,0,0.47161778682179645,0,80,80,0,3,3.1898960542537256,4.1673798127796875
443,0,0.6018645233371795,0,80,80,0,2,2.285643390826301,2.796673094405629
444,0,0.6026222170733604,0,80,80,0,1,2.9092989221114127,1.7585616237903778
445,1,0.3828359456570588,0,80,41,1,2,0.9356475689923297,1.03791847309712
446,0,0.5974063604249563,0,80,80,0,1,1.6335072753754603,3.1573245996842196
447,0,0.5671200088796673,0,80,80,0,0,2.176664570586215,1.5369517609235954
448,1,0.49522347463131794,0,80,67,1,3,2.2230161104954496,2.7149745054422723
449,1,0.39482444561637875,0,80,43,1,1,0.5144959470508513,1.356955798532718
450,1,0.43971926477193085,0,80,52,2,2,1.238312993022822,1.5136511904880172
451,0,0.5997128930707967,0,80,80,0,1,3.1705004111789905,2.5272075920848276
452,1,0.24223029945499902,0,80,61,1,3,1.412218812640651,1.5134068069104685
453,1,0.4513551230281895,0,80,54,1,1,1.1144260826002346,1.5602296398740492
454,1,0.3091942287014513,0,80,45,1,3,1.1655906399359868,1.1098576888580987
455,1,0.4874655133709157,0,80,61,1,3,1.5017805195651883,1.426932316873488
456,0,0.5497315141832723,0,80,80,0,2,0.7537579532105427,1.9131574427855698
457,1,0.42086051778266453,0,80,48,1,1,0.5471889172357874,1.2921064536021873
458,0,0.5984426650039918,0,80,80,0,2,3.2899612528113633,1.9948558066048823
459,0,0.5695413611876725,0,80,80,0,0,0.8884797656847011,2.969547449840388
460,0,0.37727947413926366,0,80,80,0,3,2.2990596138145927,2.0569905254064076
461,0,0.5721999075168124,0,80,80,0,3,3.811194995211377,3.838916797022596
462,0,0.5695413611876725,0,80,80,0,2,1.9865713359851087,2.8150004844861938
463,1,0.4003816557402882,0,80,44,1,2,0.8472982128193589,1.1199055327551095
464,1,0.3408356478454136,0,80,39,1,4,1.5731616849419432,1.0380300402382503
465,0,0.5695413611876725,0,80,80,0,0,0.6864975981925895,1.7581681995882872
466,0,0.5835333079661432,0,80,80,0,3,2.3401368731297447,3.116985403262436
467,0,0.6018645233371795,0,80,80,0,2,2.5664515726794788,3.4663996409689997
468,1,0.3152135328472418,0,80,30,1,2,0.8378864036633455,0.6434319002321286
469,0,0.6026222170733604,0,80,80,0,1,1.3653147702079635,3.429743851768078
470,1,0.5158275505404436,0,80,65,1,2,1.4819880145288231,2.104014256697483
471,0,0.6024526598336833,0,80,80,0,3,2.048111212520047,2.1704430328187607
472,1,0.48615211804610414,0,80,61,1,1,1.2991009140398724,2.4195753623894087
473,1,0.4000580026125163,0,80,44,1,1,1.0190116379936829,1.1062998330715244
474,1,0.48159359448769545,0,80,56,1,2,0.7485607033425113,1.4506683527234634
475,0,0.5980939874442284,0,80,80,0,3,2.9367557913327733,2.058031355979555
476,0,0.6026222170733604,0,80,80,0,2,1.4844438299551006,1.6074137609576002
477,1,0.39502968622438484,0,80,43,1,1,0.5418665350874401,1.0656342805976349
478,1,0.4460769108951481,0,80,53,1,3,1.6172297673116545,1.548610129324568
479,0,0.5088670446761039,0,80,80,0,2,2.0455842484772693,1.7328114543152846
480,1,0.40001356115533276,0,80,44,1,1,0.6548484081606711,1.105244166257211
481,0,0.6026222170733604,0,80,80,0,3,2.5917258969967065,1.7127664241702383
482,0,0.6018645233371795,0,80,80,0,3,2.439508872159285,2.21956243255745
483,1,0.22531522923414407,0,80,65,1,3,1.6424866029664134,1.7679955113468633
484,1,0.49700971565764135,0,80,59,1,3,1.7746174356188733,1.3955141198632661
485,0,0.5778994966719307,0,80,80,0,4,2.8287348030079777,3.115723196592395
486,0,0.5949707327326377,0,80,80,0,2,1.3856394699757733,1.893478757609266
487,0,0.55070823164581,0,80,80,0,1,1.381258822712665,1.6982917361611753
488,1,0.4560803217370539,0,80,55,1,1,0.949408824555106,1.2972255768973269
489,0,0.6021099330541375,0,80,80,0,2,3.028175518950057,2.5907364941879996
490,0,0.6018645233371795,0,80,80,0,2,1.7177242483013258,2.2053099963139537
491,0,0.2070854078896689,0,80,80,0,4,3.104871640918079,3.9062645989187144
492,0,0.5608679458629826,0,80,80,0,2,1.6898339315499111,2.6470700567871477
493,1,0.4659254902309551,0,80,53,1,2,0.778047342965432,1.249565157096774
494,0,0.600299259684615,0,80,80,0,3,2.7691785197042,4.508757042851834
495,1,0.5122219932611949,0,80,62,1,2,0.47174748636327934,1.6680551877019567
496,0,0.6021099330541375,0,80,80,0,2,1.8885594732269049,1.96745235538464
497,0,0.5735429630304554,0,80,80,0,1,1.0385684658298857,2.1886653638986346
498,0,0.5682266156648258,0,80,80,0,2,0.9214538976830097,1.6919726591248017
499,0,0.6018645233371795,0,80,80,0,4,3.5176001793726264,1.6167342820658035
500,1,0.4370400794713374,0,80,71,1,3,1.3122936771778768,1.6755483019000184
